Team,Date,Player_Name,Notes,Season,player_height,player_weight,age
Lakers,2014-02-01,Pau Gasol,strained right groin,2014,213.36,113.398,34.0
Lakers,2014-02-19,Pau Gasol,strained right groin,2014,213.36,113.398,34.0
Lakers,2014-03-25,Pau Gasol,vertigo,2014,213.36,113.398,34.0
Bulls,2014-11-17,Pau Gasol,placed on IL with strained left calf,2014,213.36,113.398,34.0
Bulls,2015-05-10,Pau Gasol,placed on IL with strained left hamstring,2015,213.36,113.398,35.0
Bulls,2015-12-19,Pau Gasol,placed on IL for rest,2015,213.36,113.398,35.0
Bulls,2016-01-14,Pau Gasol,placed on IL for rest / shoulder injury,2016,213.36,113.398,36.0
Bulls,2016-02-05,Pau Gasol,sprained left hand,2016,213.36,113.398,36.0
Bulls,2016-03-14,Pau Gasol,placed on IL with swelling in right knee,2016,213.36,113.398,36.0
Bulls,2016-03-24,Pau Gasol,swelling in right knee,2016,213.36,113.398,36.0
Bulls,2016-04-11,Pau Gasol,knee injury / rest,2016,213.36,113.398,36.0
Spurs,2016-11-30,Pau Gasol,placed on IL for rest,2016,213.36,113.398,36.0
Spurs,2016-12-23,Pau Gasol,placed on IL for rest,2016,213.36,113.398,36.0
Spurs,2017-01-19,Pau Gasol,fractured left ring finger,2017,213.36,113.398,37.0
Spurs,2017-04-07,Pau Gasol,rest,2017,213.36,113.398,37.0
Spurs,2017-12-09,Pau Gasol,placed on IL for rest,2017,213.36,113.398,37.0
Spurs,2018-01-22,Pau Gasol,sprained right wrist,2018,213.36,113.398,38.0
Spurs,2018-02-28,Pau Gasol,placed on IL with bruised left knee,2018,213.36,113.398,38.0
Spurs,2018-03-07,Pau Gasol,sprained right shoulder,2018,213.36,113.398,38.0
Spurs,2018-11-06,Pau Gasol,sore right foot,2018,213.36,113.398,38.0
Pacers,2013-04-17,Paul George,,2013,205.74,99.79024,24.0
Pacers,2014-04-09,Paul George,rest,2014,205.74,99.79024,25.0
Pacers,2014-08-01,Paul George,surgery on right leg to repair fractured tibia and fibula,2014,205.74,99.79024,25.0
Pacers,2014-10-29,Paul George,placed on IL recovering from surgery on right leg to repair fractured tibia and fibula,2014,205.74,99.79024,25.0
Pacers,2016-03-24,Paul George,bruised lower right leg,2016,205.74,99.79024,27.0
Pacers,2016-04-13,Paul George,rest,2016,205.74,99.79024,27.0
Pacers,2016-11-12,Paul George,placed on IL with sprained left ankle,2016,205.74,99.79024,27.0
Pacers,2016-11-18,Paul George,placed on IL with sore left ankle,2016,205.74,99.79024,27.0
Pacers,2016-11-25,Paul George,sore back / left ankle,2016,205.74,99.79024,27.0
Thunder,2017-12-07,Paul George,placed on IL with bruised right calf,2017,205.74,99.79024,28.0
Thunder,2017-12-29,Paul George,placed on IL with sore left knee,2017,205.74,99.79024,28.0
Thunder,2018-05-09,Paul George,arthroscopic surgery on right knee,2018,205.74,99.79024,29.0
Thunder,2018-12-28,Paul George,bruised right quadriceps,2018,205.74,99.79024,29.0
Thunder,2019-02-28,Paul George,sore right shoulder,2019,203.2,99.79024,30.0
Thunder,2019-04-10,Paul George,placed on IL with sore right shoulder,2019,203.2,99.79024,30.0
Clippers,2019-10-22,Paul George,placed on IL with right shoulder injury,2019,203.2,99.79024,30.0
Clippers,2020-01-04,Paul George,placed on IL with left hamstring injury,2020,203.2,99.79024,31.0
Clippers,2020-02-21,Paul George,strained left hamstring,2020,203.2,99.79024,31.0
Jazz,2011-01-05,Paul Millsap,bruised right hip,2011,203.2,114.758776,27.0
Jazz,2011-03-09,Paul Millsap,patellar tendinitis in left knee,2011,203.2,114.758776,27.0
Jazz,2012-02-29,Paul Millsap,bruised left heel,2012,203.2,114.758776,28.0
Jazz,2013-02-27,Paul Millsap,sprained left ankle,2013,203.2,114.758776,29.0
Jazz,2013-03-09,Paul Millsap,placed on IL with right knee inflammation,2013,203.2,114.758776,29.0
Hawks,2013-11-19,Paul Millsap,placed on IL with right elbow tendinitis,2013,203.2,114.758776,29.0
Hawks,2014-02-22,Paul Millsap,bruised right knee,2014,203.2,114.758776,30.0
Hawks,2014-04-16,Paul Millsap,,2014,203.2,114.758776,30.0
Hawks,2015-01-13,Paul Millsap,placed on IL for rest,2015,203.2,111.583632,31.0
Hawks,2015-03-15,Paul Millsap,rest,2015,203.2,111.583632,31.0
Hawks,2015-03-28,Paul Millsap,rest,2015,203.2,111.583632,31.0
Hawks,2015-04-07,Paul Millsap,placed on IL with shoulder injury,2015,203.2,111.583632,31.0
Hawks,2016-01-28,Paul Millsap,sprained left ankle,2016,203.2,111.583632,32.0
Hawks,2016-09-22,Paul Millsap,procedure on right knee to reduce swelling,2016,203.2,111.583632,32.0
Hawks,2016-11-30,Paul Millsap,sore left hip,2016,203.2,111.583632,32.0
Hawks,2017-03-18,Paul Millsap,tightness in left knee,2017,203.2,111.583632,33.0
Hawks,2017-04-07,Paul Millsap,placed on IL with sore left knee,2017,203.2,111.583632,33.0
Nuggets,2017-11-19,Paul Millsap,sore left wrist,2017,203.2,111.583632,33.0
Nuggets,2017-11-27,Paul Millsap,surgery on left wrist,2017,203.2,111.583632,33.0
Nuggets,2018-12-08,Paul Millsap,placed on IL with right big toe injury,2018,203.2,111.583632,34.0
Nuggets,2019-02-04,Paul Millsap,sore right ankle,2019,200.66,116.573144,35.0
Nuggets,2019-12-14,Paul Millsap,placed on IL with strained right quadriceps,2019,200.66,116.573144,35.0
Nuggets,2019-12-28,Paul Millsap,placed on IL with bruised left knee,2019,200.66,116.573144,35.0
Nuggets,2020-01-08,Paul Millsap,placed on IL with bruised left knee,2020,200.66,116.573144,36.0
Nuggets,2020-03-01,Paul Millsap,placed on IL with sprained right ankle,2020,200.66,116.573144,36.0
Celtics,2011-04-11,Paul Pierce,rest,2011,200.66,106.59412,34.0
Celtics,2011-12-25,Paul Pierce,placed on IL with bone bruise in right heel,2011,200.66,106.59412,34.0
Celtics,2012-04-15,Paul Pierce,toe injury / rest,2012,200.66,106.59412,35.0
Celtics,2013-03-12,Paul Pierce,,2013,200.66,106.59412,36.0
Celtics,2013-04-01,Paul Pierce,sore ankle,2013,200.66,106.59412,36.0
Celtics,2013-04-12,Paul Pierce,sore left ankle,2013,200.66,106.59412,36.0
Nets,2013-11-16,Paul Pierce,placed on IL with groin injury,2013,200.66,106.59412,36.0
Nets,2013-11-30,Paul Pierce,bruised right hand,2013,200.66,106.59412,36.0
Nets,2014-04-09,Paul Pierce,right hip pointer,2014,200.66,106.59412,37.0
Nets,2014-04-16,Paul Pierce,rest,2014,200.66,106.59412,37.0
Wizards,2014-12-16,Paul Pierce,sore right toe,2014,200.66,106.59412,37.0
Wizards,2015-01-07,Paul Pierce,placed on IL for rest,2015,200.66,106.59412,38.0
Wizards,2015-01-27,Paul Pierce,placed on IL with sore left big toe,2015,200.66,106.59412,38.0
Wizards,2015-02-25,Paul Pierce,bruised right knee,2015,200.66,106.59412,38.0
Wizards,2015-04-01,Paul Pierce,placed on IL for rest,2015,200.66,106.59412,38.0
Wizards,2015-04-15,Paul Pierce,rest,2015,200.66,106.59412,38.0
Clippers,2015-12-21,Paul Pierce,sore back,2015,200.66,106.59412,38.0
Clippers,2016-01-29,Paul Pierce,rest,2016,200.66,106.59412,39.0
Clippers,2016-02-08,Paul Pierce,rest,2016,200.66,106.59412,39.0
Clippers,2016-03-11,Paul Pierce,sore right big toe,2016,200.66,106.59412,39.0
Clippers,2016-03-29,Paul Pierce,sprained right ankle,2016,200.66,106.59412,39.0
Clippers,2016-04-10,Paul Pierce,placed on IL for rest,2016,200.66,106.59412,39.0
Clippers,2016-10-24,Paul Pierce,sprained ankle,2016,200.66,106.59412,39.0
Bulls,2016-11-20,Paul Zipser,strained lower back,2016,203.2,95.25431999999999,23.0
Bulls,2017-02-09,Paul Zipser,left ankle tendinitis,2017,203.2,102.511792,24.0
Bulls,2017-02-16,Paul Zipser,left ankle tendinitis,2017,203.2,102.511792,24.0
Bulls,2017-02-24,Paul Zipser,placed on IL with left ankle tendinitis,2017,203.2,102.511792,24.0
Bulls,2017-10-26,Paul Zipser,bruised right knee,2017,203.2,102.511792,24.0
Raptors,2010-11-28,Peja Stojakovic,swollen left knee,2010,208.28,103.872568,34.0
Hawks,2014-01-12,Pero Antic,back spasms,2014,210.82,117.93392,32.0
Hawks,2014-01-23,Pero Antic,stress fracture in right ankle,2014,210.82,117.93392,32.0
Hawks,2014-03-27,Pero Antic,sprained right ankle,2014,210.82,117.93392,32.0
Hawks,2014-04-09,Pero Antic,sore right ankle,2014,210.82,117.93392,32.0
Hawks,2014-12-23,Pero Antic,sprained right ankle,2014,210.82,117.93392,32.0
Thunder,2014-07-14,Perry Jones III,arthroscopic surgery on right knee,2014,210.82,106.59412,23.0
Thunder,2014-11-07,Perry Jones III,bruised right knee,2014,210.82,106.59412,23.0
Magic,2010-12-14,Quentin Richardson,sore left elbow,2010,198.12,103.418976,31.0
Magic,2011-03-25,Quentin Richardson,back spasms,2011,198.12,103.418976,32.0
Magic,2012-01-06,Quentin Richardson,placed on IL with right ankle injury,2012,198.12,103.418976,33.0
Magic,2012-02-29,Quentin Richardson,placed on IL with Achilles tendon injury,2012,198.12,103.418976,33.0
Magic,2012-04-05,Quentin Richardson,placed on IL with sore back,2012,198.12,103.418976,33.0
Raptors,2013-11-20,Quincy Acy,sprained right ankle,2013,200.66,102.0582,23.0
Raptors,2013-12-08,Quincy Acy,,2013,200.66,102.0582,23.0
Kings,2014-03-21,Quincy Acy,sprained right ankle,2014,200.66,108.86208,24.0
Knicks,2015-03-09,Quincy Acy,sore left knee,2015,200.66,108.86208,25.0
Mavericks,2016-11-15,Quincy Acy,eye contusion,2016,200.66,108.86208,26.0
Nets,2017-02-06,Quincy Acy,sprained left ankle,2017,200.66,108.86208,27.0
Nets,2017-03-29,Quincy Acy,ankle injury,2017,200.66,108.86208,27.0
Nets,2017-04-09,Quincy Acy,sore left ankle,2017,200.66,108.86208,27.0
Nets,2017-10-28,Quincy Acy,strained left groin,2017,200.66,108.86208,27.0
Nets,2018-02-06,Quincy Acy,placed on IL with strained right middle finger,2018,200.66,108.86208,28.0
Nuggets,2013-04-20,Quincy Miller,placed on IL,2013,205.74,95.25431999999999,21.0
Grizzlies,2012-12-31,Quincy Pondexter,placed on IL with sprained MCL in left knee,2012,198.12,102.0582,25.0
Grizzlies,2013-01-12,Quincy Pondexter,sprained MCL in left knee,2013,198.12,102.0582,26.0
Grizzlies,2013-01-25,Quincy Pondexter,sprained MCL in left knee,2013,198.12,102.0582,26.0
Grizzlies,2013-11-13,Quincy Pondexter,fractured nose,2013,198.12,102.0582,26.0
Grizzlies,2013-12-09,Quincy Pondexter,stress fracture in right foot,2013,198.12,102.0582,26.0
Grizzlies,2014-04-19,Quincy Pondexter,placed on IL,2014,200.66,99.79024,27.0
Pelicans,2017-01-03,Quincy Pondexter,arthroscopic surgery on left knee,2017,200.66,102.0582,30.0
Nets,2010-11-20,Quinton Ross,placed on IL with calf injury,2010,198.12,87.543256,30.0
Nets,2010-12-19,Quinton Ross,bruised lower back,2010,198.12,87.543256,30.0
Jazz,2010-11-15,Raja Bell,strained left abductor,2010,195.58,93.439952,34.0
Jazz,2010-12-10,Raja Bell,groin injury,2010,195.58,93.439952,34.0
Jazz,2011-02-11,Raja Bell,strained left calf,2011,195.58,95.25431999999999,35.0
Jazz,2011-04-01,Raja Bell,sprained/bruised right foot,2011,195.58,95.25431999999999,35.0
Celtics,2010-11-21,Rajon Rondo,placed on IL with strained left hamstring,2010,185.42,77.56423199999998,25.0
Celtics,2010-12-05,Rajon Rondo,strained hamstring,2010,185.42,77.56423199999998,25.0
Celtics,2010-12-16,Rajon Rondo,sprained left ankle,2010,185.42,77.56423199999998,25.0
Celtics,2010-12-31,Rajon Rondo,sprained left ankle,2010,185.42,77.56423199999998,25.0
Celtics,2011-03-27,Rajon Rondo,right finger injury,2011,185.42,84.368112,26.0
Celtics,2011-04-11,Rajon Rondo,placed on IL for rest,2011,185.42,84.368112,26.0
Celtics,2012-01-20,Rajon Rondo,sprained right wrist,2012,185.42,84.368112,27.0
Celtics,2012-04-18,Rajon Rondo,sore lower back,2012,185.42,84.368112,27.0
Celtics,2012-11-15,Rajon Rondo,sprained right ankle,2012,185.42,84.368112,27.0
Celtics,2012-12-29,Rajon Rondo,hip injury,2012,185.42,84.368112,27.0
Celtics,2013-01-27,Rajon Rondo,torn ACL in right knee,2013,185.42,84.368112,28.0
Celtics,2013-02-13,Rajon Rondo,surgery on left knee to repair torn ACL,2013,185.42,84.368112,28.0
Celtics,2013-10-29,Rajon Rondo,recovering from surgery on left knee to repair torn ACL,2013,185.42,84.368112,28.0
Celtics,2014-01-22,Rajon Rondo,rest / sore right knee,2014,185.42,84.368112,29.0
Celtics,2014-01-29,Rajon Rondo,rest / sore right knee,2014,185.42,84.368112,29.0
Celtics,2014-02-07,Rajon Rondo,rest / sore right knee,2014,185.42,84.368112,29.0
Celtics,2014-02-22,Rajon Rondo,rest,2014,185.42,84.368112,29.0
Celtics,2014-03-12,Rajon Rondo,rest,2014,185.42,84.368112,29.0
Celtics,2014-04-05,Rajon Rondo,rest,2014,185.42,84.368112,29.0
Celtics,2014-04-11,Rajon Rondo,bruised left shin,2014,185.42,84.368112,29.0
Celtics,2014-09-26,Rajon Rondo,surgery on fractured left finger,2014,185.42,84.368112,29.0
Celtics,2014-11-08,Rajon Rondo,placed on IL with left hand injury,2014,185.42,84.368112,29.0
Mavericks,2015-01-14,Rajon Rondo,sore Achilles,2015,185.42,84.368112,30.0
Mavericks,2015-02-02,Rajon Rondo,placed on IL with fractured left orbital bone and fractured nose,2015,185.42,84.368112,30.0
Mavericks,2015-04-10,Rajon Rondo,placed on IL for rest,2015,185.42,84.368112,30.0
Mavericks,2015-04-22,Rajon Rondo,back injury,2015,185.42,84.368112,30.0
Kings,2016-01-05,Rajon Rondo,back spasms,2016,185.42,84.368112,31.0
Kings,2016-02-26,Rajon Rondo,right thumb tendinitis,2016,185.42,84.368112,31.0
Kings,2016-03-16,Rajon Rondo,sprained right thumb / sprained toe,2016,185.42,84.368112,31.0
Kings,2016-03-28,Rajon Rondo,rest,2016,185.42,84.368112,31.0
Bulls,2016-11-14,Rajon Rondo,sore/sprained left ankle,2016,185.42,84.368112,31.0
Bulls,2016-12-13,Rajon Rondo,placed on IL with sprained right ankle,2016,185.42,84.368112,31.0
Bulls,2017-03-06,Rajon Rondo,placed on IL with sprained right ankle,2017,185.42,84.368112,32.0
Bulls,2017-04-06,Rajon Rondo,placed on IL with sprained right wrist,2017,185.42,84.368112,32.0
Bulls,2017-04-21,Rajon Rondo,placed on IL with fractured right thumb,2017,185.42,84.368112,32.0
Pelicans,2017-10-09,Rajon Rondo,surgery to repair sports hernia,2017,185.42,84.368112,32.0
Pelicans,2017-10-17,Rajon Rondo,placed on IL recovering from surgery to repair sports hernia,2017,185.42,84.368112,32.0
Pelicans,2017-12-08,Rajon Rondo,rest,2017,185.42,84.368112,32.0
Pelicans,2018-03-17,Rajon Rondo,rest,2018,185.42,84.368112,33.0
Pelicans,2018-03-24,Rajon Rondo,sprained right wrist,2018,185.42,84.368112,33.0
Lakers,2018-11-15,Rajon Rondo,fractured right hand,2018,185.42,84.368112,33.0
Lakers,2018-12-26,Rajon Rondo,right finger injury,2018,185.42,84.368112,33.0
Lakers,2019-10-22,Rajon Rondo,placed on IL with right calf injury,2019,185.42,81.64656,34.0
Lakers,2019-12-08,Rajon Rondo,placed on IL with strained left hamstring,2019,185.42,81.64656,34.0
Lakers,2020-01-13,Rajon Rondo,placed on IL with fractured finger,2020,185.42,81.64656,35.0
Lakers,2020-07-13,Rajon Rondo,fractured right thumb,2020,185.42,81.64656,35.0
Lakers,2020-07-30,Rajon Rondo,placed on IL with fractured right thumb,2020,185.42,81.64656,35.0
Lakers,2020-08-22,Rajon Rondo,back spasms,2020,185.42,81.64656,35.0
Cavaliers,2011-04-16,Ramon Sessions,surgery to repair hernia,2011,190.5,86.18248,26.0
Bobcats,2013-03-07,Ramon Sessions,sprained MCL in left knee,2013,190.5,86.18248,28.0
Kings,2014-12-21,Ramon Sessions,back injury,2014,190.5,86.18248,29.0
Hornets,2017-02-03,Ramon Sessions,torn lateral meniscus in left knee,2017,190.5,86.18248,32.0
Clippers,2010-10-31,Randy Foye,placed on IL with strained left hamstring,2010,193.04,96.615096,27.0
Clippers,2010-11-12,Randy Foye,strained left hamstring,2010,193.04,96.615096,27.0
Clippers,2010-11-28,Randy Foye,strained left hamstring,2010,193.04,96.615096,27.0
Nuggets,2014-01-19,Randy Foye,stomach virus,2014,193.04,96.615096,31.0
Nuggets,2014-11-14,Randy Foye,bruised right knee,2014,193.04,96.615096,31.0
Nuggets,2014-11-25,Randy Foye,placed on IL with strained right quadriceps,2014,193.04,96.615096,31.0
Nuggets,2015-04-15,Randy Foye,undisclosed,2015,193.04,96.615096,32.0
Nets,2016-10-26,Randy Foye,placed on IL with strained hamstring,2016,193.04,98.883056,33.0
Bucks,2016-12-23,Rashad Vaughn,placed on IL with sprained left ankle,2016,198.12,91.625584,20.0
Bucks,2017-03-15,Rashad Vaughn,foot injury,2017,198.12,91.625584,21.0
Wizards,2011-02-12,Rashard Lewis,placed on IL with sore right knee / right knee tendinitis,2011,208.28,104.32616,32.0
Wizards,2011-03-06,Rashard Lewis,right knee tendinitis,2011,208.28,104.32616,32.0
Wizards,2012-01-08,Rashard Lewis,sore right knee,2012,208.28,104.32616,33.0
Wizards,2012-01-16,Rashard Lewis,sore right knee,2012,208.28,104.32616,33.0
Wizards,2012-02-06,Rashard Lewis,sore left,2012,208.28,104.32616,33.0
Wizards,2012-02-28,Rashard Lewis,sore left knee,2012,208.28,104.32616,33.0
Knicks,2012-11-23,Rasheed Wallace,sore left foot,2012,210.82,104.32616,38.0
Knicks,2012-12-09,Rasheed Wallace,sore left foot,2012,210.82,104.32616,38.0
Knicks,2012-12-15,Rasheed Wallace,sore left foot,2012,210.82,104.32616,38.0
Jazz,2017-03-29,Raul Neto,strained right groin,2017,185.42,81.19296800000002,26.0
Jazz,2017-10-18,Raul Neto,placed on IL with right hamstring injury,2017,185.42,81.19296800000002,26.0
Jazz,2017-11-30,Raul Neto,placed on IL with sore left hamstring,2017,185.42,81.19296800000002,26.0
Jazz,2017-12-11,Raul Neto,concussion,2017,185.42,81.19296800000002,26.0
Jazz,2018-02-23,Raul Neto,sprained right ankle,2018,185.42,81.19296800000002,27.0
Jazz,2018-03-12,Raul Neto,fractured left wrist,2018,185.42,81.19296800000002,27.0
Jazz,2018-10-17,Raul Neto,placed on IL with right hamstring injury,2018,185.42,81.19296800000002,27.0
Jazz,2018-12-12,Raul Neto,placed on IL with right thigh injury,2018,185.42,81.19296800000002,27.0
Jazz,2019-01-10,Raul Neto,strained left groin,2019,185.42,81.64656,28.0
Jazz,2019-02-28,Raul Neto,placed on IL with left hamstring injury,2019,185.42,81.64656,28.0
Jazz,2019-04-05,Raul Neto,placed on IL with sore left ankle,2019,185.42,81.64656,28.0
Celtics,2011-04-11,Ray Allen,rest,2011,195.58,92.98636,36.0
Celtics,2012-01-23,Ray Allen,sprained left ankle,2012,195.58,92.98636,37.0
Celtics,2012-03-23,Ray Allen,placed on IL with sore left ankle,2012,195.58,92.98636,37.0
Celtics,2012-04-11,Ray Allen,placed on IL with sore right ankle,2012,195.58,92.98636,37.0
Celtics,2012-06-14,Ray Allen,arthroscopic surgery on right ankle to remove bone spurs,2012,195.58,92.98636,37.0
Heat,2012-12-26,Ray Allen,placed on IL with sore right shoulder,2012,195.58,92.98636,37.0
Heat,2013-04-05,Ray Allen,sprained right ankle,2013,195.58,92.98636,38.0
Heat,2013-12-27,Ray Allen,right knee tendinitis,2013,195.58,92.98636,38.0
Nuggets,2011-03-19,Raymond Felton,placed on IL with sprained left ankle,2011,185.42,92.98636,28.0
Nuggets,2011-04-13,Raymond Felton,rest,2011,185.42,92.98636,28.0
Blazers,2012-02-06,Raymond Felton,placed on IL with sprained left foot,2012,185.42,92.98636,29.0
Blazers,2012-04-16,Raymond Felton,sore Achilles tendon,2012,185.42,92.98636,29.0
Blazers,2012-04-26,Raymond Felton,,2012,185.42,92.98636,29.0
Knicks,2012-12-26,Raymond Felton,fractured right pinky finger,2012,185.42,92.98636,29.0
Knicks,2013-04-17,Raymond Felton,,2013,185.42,92.98636,30.0
Knicks,2013-11-19,Raymond Felton,pinched nerve in left hip,2013,185.42,92.98636,30.0
Knicks,2013-12-11,Raymond Felton,sore left hamstring,2013,185.42,92.98636,30.0
Knicks,2014-04-16,Raymond Felton,ankle injury,2014,185.42,92.98636,31.0
Mavericks,2014-10-28,Raymond Felton,placed on IL with sprained right ankle,2014,185.42,92.98636,31.0
Mavericks,2014-11-24,Raymond Felton,placed on IL with ankle injury,2014,185.42,92.98636,31.0
Mavericks,2016-01-20,Raymond Felton,placed on IL with left eye injury,2016,185.42,92.98636,33.0
Mavericks,2016-04-01,Raymond Felton,strained right groin,2016,185.42,92.98636,33.0
Clippers,2013-12-09,Reggie Bullock,sprained left ankle,2013,200.66,92.98636,23.0
Clippers,2013-12-18,Reggie Bullock,sprained left ankle,2013,200.66,92.98636,23.0
Clippers,2014-12-03,Reggie Bullock,placed on IL with sprained right ankle,2014,200.66,92.98636,24.0
Suns,2015-04-12,Reggie Bullock,concussion,2015,200.66,92.98636,25.0
Pistons,2016-02-10,Reggie Bullock,fractured nose,2016,200.66,92.98636,26.0
Pistons,2016-04-22,Reggie Bullock,placed on IL with left leg injury,2016,200.66,92.98636,26.0
Pistons,2016-10-26,Reggie Bullock,placed on IL with back injury,2016,200.66,92.98636,26.0
Pistons,2016-11-07,Reggie Bullock,back injury,2016,200.66,92.98636,26.0
Pistons,2016-11-25,Reggie Bullock,placed on IL with torn meniscus in left knee,2016,200.66,92.98636,26.0
Pistons,2017-03-27,Reggie Bullock,placed on IL with sprained right foot,2017,200.66,92.98636,27.0
Pistons,2018-01-24,Reggie Bullock,thumb injury,2018,200.66,92.98636,28.0
Pistons,2018-03-13,Reggie Bullock,back injury,2018,200.66,92.98636,28.0
Pistons,2018-04-06,Reggie Bullock,placed on IL with swollen left knee,2018,200.66,92.98636,28.0
Pistons,2018-11-03,Reggie Bullock,left ankle injury,2018,200.66,92.98636,28.0
Pistons,2018-12-04,Reggie Bullock,sprained left ankle,2018,200.66,92.98636,28.0
Pistons,2019-01-29,Reggie Bullock,placed on IL with sprained left ankle,2019,198.12,92.98636,29.0
Lakers,2019-03-24,Reggie Bullock,placed on IL with right foot injury,2019,198.12,92.98636,29.0
Lakers,2019-04-04,Reggie Bullock,stiff neck,2019,198.12,92.98636,29.0
Knicks,2019-10-23,Reggie Bullock,placed on IL with surgery on neck,2019,198.12,92.98636,29.0
Knicks,2020-01-16,Reggie Bullock,placed on IL with sore neck,2020,198.12,92.98636,30.0
Raptors,2010-11-26,Reggie Evans,broken right foot,2010,203.2,111.13004,31.0
Raptors,2011-03-25,Reggie Evans,sore right foot,2011,203.2,111.13004,32.0
Raptors,2011-04-11,Reggie Evans,sore left index finger,2011,203.2,111.13004,32.0
Clippers,2011-12-25,Reggie Evans,sprained right foot,2011,203.2,111.13004,32.0
Nets,2013-04-15,Reggie Evans,sore left shoulder,2013,203.2,111.13004,34.0
Kings,2014-04-08,Reggie Evans,sore lower back,2014,203.2,111.13004,35.0
Kings,2014-12-18,Reggie Evans,placed on IL with bruised left knee,2014,203.2,111.13004,35.0
Warriors,2011-01-12,Reggie Williams,Achilles tendon injury,2011,201.0,86.0,25.0
Bobcats,2011-12-16,Reggie Williams,torn meniscus in left knee,2011,201.0,86.0,25.0
Bobcats,2011-12-25,Reggie Williams,surrgery on left knee to repair torn meniscus,2011,201.0,86.0,25.0
Bobcats,2012-03-04,Reggie Williams,placed on IL with left knee injury,2012,201.0,86.0,26.0
Bobcats,2012-04-06,Reggie Williams,left knee injury,2012,201.0,86.0,26.0
Bobcats,2012-04-16,Reggie Williams,concussion,2012,201.0,86.0,26.0
Pistons,2010-11-02,Richard Hamilton,sore right foot,2010,200.66,87.543256,33.0
Pistons,2010-12-19,Richard Hamilton,upset stomach,2010,200.66,87.543256,33.0
Pistons,2011-02-08,Richard Hamilton,sore groin,2011,200.66,87.543256,34.0
Bulls,2012-01-01,Richard Hamilton,sore left groin,2012,200.66,87.543256,35.0
Bulls,2012-01-11,Richard Hamilton,sore left groin,2012,200.66,87.543256,35.0
Bulls,2012-01-27,Richard Hamilton,bruised thigh / groin injury,2012,200.66,87.543256,35.0
Bulls,2012-03-07,Richard Hamilton,right shoulder injury,2012,200.66,87.543256,35.0
Bulls,2012-03-24,Richard Hamilton,right shoulder injury,2012,200.66,87.543256,35.0
Bulls,2012-12-02,Richard Hamilton,torn plantar fascia in left foot,2012,200.66,87.543256,35.0
Warriors,2012-04-14,Richard Jefferson,right knee injury,2012,200.66,104.32616,33.0
Warriors,2012-04-26,Richard Jefferson,rest,2012,200.66,104.32616,33.0
Warriors,2012-11-19,Richard Jefferson,strained right calf,2012,200.66,104.32616,33.0
Mavericks,2015-04-28,Richard Jefferson,back injury,2015,200.66,105.68693600000002,36.0
Cavaliers,2017-03-30,Richard Jefferson,left knee injury,2017,200.66,105.68693600000002,38.0
76ers,2015-11-11,Richaun Holmes,strained right hamstring,2015,208.28,111.13004,22.0
76ers,2016-02-05,Richaun Holmes,placed on IL with strained right ankle,2016,208.28,111.13004,23.0
76ers,2016-03-12,Richaun Holmes,strained right Achilles tendon,2016,208.28,111.13004,23.0
76ers,2016-03-18,Richaun Holmes,placed on IL with strained right Achilles tendon,2016,208.28,111.13004,23.0
76ers,2016-03-27,Richaun Holmes,strained right Achilles tendon,2016,208.28,111.13004,23.0
76ers,2016-12-23,Richaun Holmes,concussion,2016,208.28,111.13004,23.0
76ers,2017-01-13,Richaun Holmes,placed on IL with concussion,2017,208.28,106.59412,24.0
76ers,2017-02-08,Richaun Holmes,upper respiratory infection,2017,208.28,106.59412,24.0
76ers,2017-10-08,Richaun Holmes,fractured wrist,2017,208.28,106.59412,24.0
76ers,2017-10-18,Richaun Holmes,placed on IL with fractured hand/wrist,2017,208.28,106.59412,24.0
76ers,2018-01-15,Richaun Holmes,gastroenteritis,2018,208.28,106.59412,25.0
Suns,2019-01-20,Richaun Holmes,placed on IL with sprained right foot,2019,208.28,106.59412,26.0
Suns,2019-03-16,Richaun Holmes,strained right quadriceps,2019,208.28,106.59412,26.0
Suns,2019-03-30,Richaun Holmes,placed on IL with migraine headache,2019,208.28,106.59412,26.0
Suns,2019-04-05,Richaun Holmes,sprained left ankle,2019,208.28,106.59412,26.0
Kings,2020-01-07,Richaun Holmes,placed on IL with sprained right shoulder,2020,208.28,106.59412,27.0
Kings,2020-08-08,Richaun Holmes,placed on IL with sore right hip,2020,208.28,106.59412,27.0
Mavericks,2014-04-20,Ricky Ledo,placed on IL,2014,200.66,88.45044,22.0
Timberwolves,2012-03-09,Ricky Rubio,torn ACL in left knee,2012,193.04,81.64656,22.0
Timberwolves,2012-03-21,Ricky Rubio,surgery on left knee to repair torn ACL,2012,193.04,81.64656,22.0
Timberwolves,2012-11-02,Ricky Rubio,placed on IL recovering from surgery on left knee to repair torn ACL,2012,193.04,81.64656,22.0
Timberwolves,2012-12-18,Ricky Rubio,rest / sore left knee,2012,193.04,81.64656,22.0
Timberwolves,2012-12-29,Ricky Rubio,back spasms,2012,193.04,81.64656,22.0
Timberwolves,2014-11-08,Ricky Rubio,sprained left ankle,2014,193.04,87.089664,24.0
Timberwolves,2015-03-15,Ricky Rubio,sore right ankle,2015,193.04,87.996848,25.0
Timberwolves,2015-04-13,Ricky Rubio,exploratory surgery on left ankle,2015,193.04,87.996848,25.0
Timberwolves,2015-11-10,Ricky Rubio,sore left knee,2015,193.04,87.996848,25.0
